date,username,name,user_bio,verified,type,text,retweets,likes,replies,quotes,tweet_url,lang,geo.full_name
2022-06-12 20:07:15+00:00,ArnepaPosten,Arnepåposten®,Senior Ecommerce advisor,False,original,Bättre än att göra ingenting men nog luktar det greenwashing. https://t.co/l4s2mdpx0C,0,0,0,0,https://twitter.com/ArnepaPosten/status/1536077690792460288,sv,
2022-06-12 10:53:08+00:00,Futugoapp,Futugo App,"Digital marketplace in the metaverse (web3), dE-commerce platform and social network designed for luxury fashion and fine art lovers. https://t.co/EOhq8xDKkV",False,reply,“The move was cynical; that it was greenwashing; that the $50 million commitment over five years pales compared to the reported $16 billion Shein generated in revenue in 2021” – Sarah Kent.,0,0,1,0,https://twitter.com/Futugoapp/status/1535938245590122496,en,
2022-06-12 07:16:54+00:00,DuffyValerie,Valerie Duffy 🇮🇪,Youth 2030 Global Youth Work & UN Youth Delegate Prog Manager. Striving to be a responsible ancestor of future generations #SDGs #LeaveNoOneBehind,False,retweet,"https://t.co/QZ57utlq5M\n15m secondhand garments arrive in Ghana every week, 40% of them waste. \nThe clothing enters the environment; some goes into the oceans – there are millions of garments on the ocean floor, and the currents push the garments on to the beach.\n#greenwashing",3,2,0,0,https://twitter.com/DuffyValerie/status/1535883828539056128,en,
2022-06-12 06:06:16+00:00,Ellen_Pieterse,Ellen Pieterse,"Academic. full name Pieternella. Researcher @DCU. Focus: Unsalaried health workers in Sierra Leone. Prev in Eth + Tz, now in Ireland. Wife. mum, dog owner",False,retweet,"https://t.co/QZ57utlq5M\n15m secondhand garments arrive in Ghana every week, 40% of them waste. \nThe clothing enters the environment; some goes into the oceans – there are millions of garments on the ocean floor, and the currents push the garments on to the beach.\n#greenwashing",3,2,0,0,https://twitter.com/Ellen_Pieterse/status/1535866050092343296,en,
2022-06-12 01:44:09+00:00,Reiseal2,Réiseal Ní Chéilleachair,Rachel Kelleher ( Béarla/English)\nHead of International Advocacy @concern \nBoard Member @icvanetwork\nCork Woman \nMother \n🎀\nAll views my own,False,original,"https://t.co/QZ57utlq5M\n15m secondhand garments arrive in Ghana every week, 40% of them waste. \nThe clothing enters the environment; some goes into the oceans – there are millions of garments on the ocean floor, and the currents push the garments on to the beach.\n#greenwashing",3,2,0,0,https://twitter.com/Reiseal2/status/1535800088705921025,en,
2022-06-11 11:44:26+00:00,Isa_BelleGueule,IsaBelleGueule,Gaucho-écolo\n\n#MacronDegage\n#BorneDegage\n#VeranDegage\n#AuroreBergéDegage\n#PécresseDegage\n#YaelBraunDegage\n#MalhuretDegage\n\n#HanounaCaca,False,original,Shein ou la définition du greenwashing.\n\n#ecologie #environnement #ghana #greenwashing #marketing #PeuMieuxFaire #FoutageDeGueule\n#FaireSaPart\n#TousResponsables\n\nhttps://t.co/Je5eS3mRcb,0,0,0,0,https://twitter.com/Isa_BelleGueule/status/1535588766999531521,ht,
2022-06-11 10:46:33+00:00,USMANBK77,USMAN BIN KHALID,"Senior Business Consultant\n\nBusiness Development, Graphic Designing, Digital Marketing, Content Writing, SEO Expert, Banking, Telecom, Finance, FinTech, Credit",False,original,"The ultra-fast fashion company launched a $50 million fund to tackle waste at the industry’s annual sustainability gathering in Copenhagen this week. Many saw it as greenwashing, but it’s straight out of fashion’s sustainability playbook. https://t.co/5ynDdfV5yW",0,2,0,0,https://twitter.com/USMANBK77/status/1535574200177631238,en,
2022-06-11 08:01:23+00:00,SnGrantham,snGrantham,▪️PhD | GCSF | MARA | CBE | TUOS👩🏻‍🔬 ✈️ Currently: racking my brain to identify carbon hotspot of airspace plastic waste,False,reply,@notsoaidil I was very suprised when I saw this 👆🏻👆🏻 there was a part of the zoo area that was donated by SHEIN???!  Sus ✅ and definitely not sus-tainable ❌ Is this their way to camouflage behind their business? It feels #greenwashing https://t.co/Qzb1MdwFwb,0,8,0,0,https://twitter.com/SnGrantham/status/1535532635623149568,en,
2022-06-11 07:59:35+00:00,FilippoGiov,Phil Virgilio Alves dos Reis ✝️ 🎱,Banco de Angola e Metrópole 🇦🇴🇵🇹,False,original,"Shein mette sul piatto 50 mln $ per i rifiuti tessili. Ma resta il rischio greenwashing - Pambianconews notizie e aggiornamenti moda, lusso e made in Italy https://t.co/yR7a12cBB1",0,0,0,0,https://twitter.com/FilippoGiov/status/1535532179278766082,it,
2022-06-11 06:35:05+00:00,17Sundays,17 sundays,Extended size lifestyle brand info@17sundays.com,False,retweet,".@SHEIN_Official  launched a $50 million fund to tackle waste at the industry’s annual sustainability gathering in Copenhagen this week. Many saw it as greenwashing, but it’s straight out of fashion’s sustainability playbook. https://t.co/gSEsX4lCXf",13,16,1,6,https://twitter.com/17Sundays/status/1535510914471866368,en,
2022-06-11 04:27:36+00:00,tqmpuchis,888,sippin on my vodka tonic ✨❤️‍🔥,False,retweet,Wie erbärmlich @SHEIN_Official - sich feiern zu lassen für Spenden an Menschen für deren Leid ihr verantwortlich seit! #Greenwashing trift es nicht mal mehr - #fastfashion kills and need to find an end for god!  #detoxmyfashion @greenpeace_de\nhttps://t.co/VvXk6EQtb3,5,26,3,0,https://twitter.com/tqmpuchis/status/1535478832307875840,de,
2022-06-11 02:00:03+00:00,Couture_Therapy,Sarah Couture,Mother. Wife. Shoe Lover. Designer || Making Limited-Edition Ethical and Sustainable Womenswear With a Minimalistic Edge.,False,original,"Is Shein’s $50 Million Fund To Tackle Clothing Waste A Good Thing, Or Just Greenwashing? https://t.co/7U190f1RBm",0,0,0,0,https://twitter.com/Couture_Therapy/status/1535441702642667520,en,
2022-06-10 20:08:25+00:00,FashionSpire,Jo Alexander,"Blogger, Consumerism, Fashion News & Informational Arts, Online Fashion Design, Poetry & Writing Arts (Published Poet)",False,retweet,".@SHEIN_Official  launched a $50 million fund to tackle waste at the industry’s annual sustainability gathering in Copenhagen this week. Many saw it as greenwashing, but it’s straight out of fashion’s sustainability playbook. https://t.co/gSEsX4lCXf",13,16,1,6,https://twitter.com/FashionSpire/status/1535353211640549376,en,
2022-06-10 17:56:09+00:00,evimrkou,Evi,Υπάρχει ζωή μετά το καλοκαίρι;,False,retweet,".@SHEIN_Official  launched a $50 million fund to tackle waste at the industry’s annual sustainability gathering in Copenhagen this week. Many saw it as greenwashing, but it’s straight out of fashion’s sustainability playbook. https://t.co/gSEsX4lCXf",13,16,1,6,https://twitter.com/evimrkou/status/1535319923312021509,en,
2022-06-10 16:36:32+00:00,ModaNews2,ModaNews,News 🔸 Campaigns 🔸 Models 🔸 Designer 🔸 Photographer,False,retweet,".@SHEIN_Official  launched a $50 million fund to tackle waste at the industry’s annual sustainability gathering in Copenhagen this week. Many saw it as greenwashing, but it’s straight out of fashion’s sustainability playbook. https://t.co/gSEsX4lCXf",13,16,1,6,https://twitter.com/ModaNews2/status/1535299887394607104,en,
2022-06-10 15:46:09+00:00,Econoahmad,Taj Ahmad Eldridge عائلة أحمد,climate change = public health + Greenwealth + knowledge of self. I manage a few million to help. I’m a venture capitalist,False,original,Greenwashing in fashion https://t.co/qA2QuOxhgd,0,0,0,0,https://twitter.com/Econoahmad/status/1535287206935310337,en,
2022-06-10 15:26:04+00:00,ayeonia,บัว,💗🌸🐷🎀💄👙👛🦩🩰🎟️,False,retweet,".@SHEIN_Official  launched a $50 million fund to tackle waste at the industry’s annual sustainability gathering in Copenhagen this week. Many saw it as greenwashing, but it’s straight out of fashion’s sustainability playbook. https://t.co/gSEsX4lCXf",13,16,1,6,https://twitter.com/ayeonia/status/1535282153176563717,en,
2022-06-10 15:00:10+00:00,Outintili,Outi,"Marketing junkie, sports enthusiastic and wanderer in the world of chaos. #Design #Fashion #Startups #Marketing",False,retweet,".@SHEIN_Official  launched a $50 million fund to tackle waste at the industry’s annual sustainability gathering in Copenhagen this week. Many saw it as greenwashing, but it’s straight out of fashion’s sustainability playbook. https://t.co/gSEsX4lCXf",13,16,1,6,https://twitter.com/Outintili/status/1535275638449311751,en,
2022-06-10 14:50:58+00:00,dayna__co,𝓭𝓪𝔂𝓷𝓪 ♡,ig : https://t.co/bng4f4ig22__ ♡ conscious fashion ♻️🪴 dedicated to sustainable fashion | art | design,False,retweet,".@SHEIN_Official  launched a $50 million fund to tackle waste at the industry’s annual sustainability gathering in Copenhagen this week. Many saw it as greenwashing, but it’s straight out of fashion’s sustainability playbook. https://t.co/gSEsX4lCXf",13,16,1,6,https://twitter.com/dayna__co/status/1535273320756957184,en,
2022-06-10 14:16:08+00:00,pambianconews,PambiancoNews,"Numbers, facts and protagonists of fashion, design, beauty and food&wine",False,original,Shein mette sul piatto 50 mln $ per i rifiuti tessili. Ma resta il rischio greenwashing https://t.co/Ps2XiJBU9l https://t.co/uxDVMYDee2,0,0,0,0,https://twitter.com/pambianconews/status/1535264556867518465,it,
2022-06-10 14:08:03+00:00,flawlessmagazin,Flawless Magazine,"Flawless Magazine is an online monthly fashion magazine featuring international photographers, models, designers and artists",False,original,"RT BoF "".@SHEIN_Official  launched a $50 million fund to tackle waste at the industry’s annual sustainability gathering in Copenhagen this week. Many saw it as greenwashing, but it’s straight out of fashion’s sustainability playbook. https://t.co/KbGGCR6WJO""",0,0,0,0,https://twitter.com/flawlessmagazin/status/1535262522617565184,en,
2022-06-10 14:05:35+00:00,skydeel,capu,,False,retweet,".@SHEIN_Official  launched a $50 million fund to tackle waste at the industry’s annual sustainability gathering in Copenhagen this week. Many saw it as greenwashing, but it’s straight out of fashion’s sustainability playbook. https://t.co/gSEsX4lCXf",13,16,1,6,https://twitter.com/skydeel/status/1535261900916895747,en,
2022-06-10 14:01:15+00:00,ericasiegel,"Erica Siegel, MA (she/her)",🌱freelance creative direction/branding consultant 📓adj UX design/fashion business prof @parsons_fashion @cornell,False,retweet,".@SHEIN_Official  launched a $50 million fund to tackle waste at the industry’s annual sustainability gathering in Copenhagen this week. Many saw it as greenwashing, but it’s straight out of fashion’s sustainability playbook. https://t.co/gSEsX4lCXf",13,16,1,6,https://twitter.com/ericasiegel/status/1535260810473353218,en,
2022-06-10 14:00:24+00:00,BoF,The Business of Fashion,Follow for breaking news and fashion business intelligence. Home of the #BoF500. Subscribe to our daily newsletter:https://t.co/e7ByXnivsU,True,original,".@SHEIN_Official  launched a $50 million fund to tackle waste at the industry’s annual sustainability gathering in Copenhagen this week. Many saw it as greenwashing, but it’s straight out of fashion’s sustainability playbook. https://t.co/gSEsX4lCXf",13,16,1,6,https://twitter.com/BoF/status/1535260596127641601,en,
2022-06-10 13:05:26+00:00,wolfandbadger,Wolf & Badger,"Discover the world's best independent brands. Unique, ethical. Online & IRL in our LDN, NYC & LA stores. B Corp certified & on a mission to make retail fair🐺🦡",False,reply,@guardian 😡 or perhaps @SHEIN_Official should consider it's approach to creating ~10k products DAILY #greenwashing,0,0,0,0,https://twitter.com/wolfandbadger/status/1535246763451371520,en,
2022-06-10 12:05:04+00:00,FrauCrafteln,Meike Rensch-Bergner,"Körper und Kleidung aus feministischer Perspektive, schreibt Bücher,  https://t.co/kGaN8yvxkq - sie | ihr https://t.co/owieTjV7s7",False,retweet,Wie erbärmlich @SHEIN_Official - sich feiern zu lassen für Spenden an Menschen für deren Leid ihr verantwortlich seit! #Greenwashing trift es nicht mal mehr - #fastfashion kills and need to find an end for god!  #detoxmyfashion @greenpeace_de\nhttps://t.co/VvXk6EQtb3,5,26,3,0,https://twitter.com/FrauCrafteln/status/1535231572990992390,de,
2022-06-10 10:18:07+00:00,thinkthreads_,Tena ▪︎ Thinking Threads,Ethical Fashion Advocate ✨| Fashion Revolution Belgium member,False,reply,@em_chan @SHEIN_Official @theORispresent I love that you highlighted the OR Foundation's perspective here. We're all caught up in arguing over Shein's greenwashing that we tend to look at the issue from a very narrow perspective. Great article!,0,0,0,0,https://twitter.com/thinkthreads_/status/1535204656024014849,en,
2022-06-10 10:12:41+00:00,LapostrofoAura,L’,sono solo di paesaggio per 100 giorni di parole.,False,retweet,Shein: Green-marketing o Greenwashing? #marketing https://t.co/oteB13D6SR,1,1,0,0,https://twitter.com/LapostrofoAura/status/1535203288475480066,en,
2022-06-10 08:58:00+00:00,daisyandthyme,Margarida Vasconcelos,"Lifestyle blogger, ethical & sustainable living, vegan food, crafts, responsible travel",False,retweet,The @SHEIN_Official website says they want to source more recycled fabrics &amp; use less polluting printing technology🧐\n\nIs this an eco-move or greenwashing tactic👉 https://t.co/YMoEmGYLli\n\n#Shein #FastFashion #Sustainability https://t.co/mCyHQ04B7E,2,2,1,0,https://twitter.com/daisyandthyme/status/1535184493761511425,en,
2022-06-10 07:56:36+00:00,aj_arbogast,Anna Arbogast,,False,retweet,Wie erbärmlich @SHEIN_Official - sich feiern zu lassen für Spenden an Menschen für deren Leid ihr verantwortlich seit! #Greenwashing trift es nicht mal mehr - #fastfashion kills and need to find an end for god!  #detoxmyfashion @greenpeace_de\nhttps://t.co/VvXk6EQtb3,5,26,3,0,https://twitter.com/aj_arbogast/status/1535169040787947522,de,
2022-06-10 07:52:04+00:00,june_and_august,Lisa Blum-Minkel,painting,False,retweet,Wie erbärmlich @SHEIN_Official - sich feiern zu lassen für Spenden an Menschen für deren Leid ihr verantwortlich seit! #Greenwashing trift es nicht mal mehr - #fastfashion kills and need to find an end for god!  #detoxmyfashion @greenpeace_de\nhttps://t.co/VvXk6EQtb3,5,26,3,0,https://twitter.com/june_and_august/status/1535167902105710593,de,
2022-06-09 19:40:32+00:00,lauriekalus,Laurie Kalus,Journalist for Newsday on @bbcworldservice • laurie.kalus@bbc.co.uk • #nufc fan •,False,quote,"Ghana is a world-leader in second-hand clothing imports - activists say that’s disastrous for local textile industries, and the environment.\n\nNow Shein are offering to help. But is it greenwashing?\n\nListen here to my interview with Liz Ricketts from non-profit the Or Foundation… https://t.co/v7gVGTZOgU",0,1,0,0,https://twitter.com/lauriekalus/status/1534983804506587142,en,
2022-06-09 19:05:03+00:00,lasvoltait,La Svolta,Ambiente - Diritti - Futuro *** Il giornale dove le scelte prendono una direzione *** Direttrice @cristinastag,False,original,"Il marchio Shein ha stanziato un fondo a favore della sostenibilità della moda. Ci si chiede, però, se non sia greenwashing https://t.co/Orvt83ylHd",0,0,0,0,https://twitter.com/lasvoltait/status/1534974877781790720,it,
2022-06-09 18:44:13+00:00,STCP_Solutions,StepChange Procurement Solutions,An Award Winning Small Management Consultancy Company - https://t.co/XWDOWfHusR,False,original,"Is Shein’s $50 Million Fund To Tackle Clothing Waste A Good Thing, Or Just Greenwashing? - British Vogue https://t.co/PJeLSwwVsD",0,0,0,0,https://twitter.com/STCP_Solutions/status/1534969633249316880,en,
2022-06-09 18:18:25+00:00,_DirtyFashion_,Dirty Fashion List,Keeping track of dirty fashion retailers via our list. Everyone can add and edit. Follow link below to see spreadsheet. #DirtyFashion #FastFashion,False,retweet,The @SHEIN_Official website says they want to source more recycled fabrics &amp; use less polluting printing technology🧐\n\nIs this an eco-move or greenwashing tactic👉 https://t.co/YMoEmGYLli\n\n#Shein #FastFashion #Sustainability https://t.co/mCyHQ04B7E,2,2,1,0,https://twitter.com/_DirtyFashion_/status/1534963141863428096,en,
2022-06-09 18:18:18+00:00,_DirtyFashion_,Dirty Fashion List,Keeping track of dirty fashion retailers via our list. Everyone can add and edit. Follow link below to see spreadsheet. #DirtyFashion #FastFashion,False,retweet,Wie erbärmlich @SHEIN_Official - sich feiern zu lassen für Spenden an Menschen für deren Leid ihr verantwortlich seit! #Greenwashing trift es nicht mal mehr - #fastfashion kills and need to find an end for god!  #detoxmyfashion @greenpeace_de\nhttps://t.co/VvXk6EQtb3,5,26,3,0,https://twitter.com/_DirtyFashion_/status/1534963111958040603,de,
