date,username,name,user_bio,verified,type,text,retweets,likes,replies,quotes,tweet_url,lang,geo.full_name,formatted_date,COVID?,sustainability?
2023-08-18 18:31:47+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,"@jess_burford Apologies for the delay. If you haven't already, please DM us with your order #, so we can look into this for you.",0,0,1,0,https://twitter.com/SHEIN_Official/status/1692605226862174541,en,,2023-08-18,False,False
2023-08-18 18:27:21+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@Licensed_2CUTT They're up and ready to go for spooky szn! 👻,0,1,1,0,https://twitter.com/SHEIN_Official/status/1692604110283907227,en,,2023-08-18,False,False
2023-08-18 18:24:25+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@__Zykeiraa Thank you for sharing your feedback with us. Was there a particular area we can improve on? We'd be happy to share this with our team.,0,0,0,0,https://twitter.com/SHEIN_Official/status/1692603372904337536,en,,2023-08-18,False,False
2023-08-18 18:22:36+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@_NevaehMommy Yay! We can't wait for you to receive it! 💕,0,0,0,0,https://twitter.com/SHEIN_Official/status/1692602913183367472,en,,2023-08-18,False,False
2023-08-18 18:20:57+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@vanessaventuriv So many great finds! Which find was your fav? 😍,0,1,1,0,https://twitter.com/SHEIN_Official/status/1692602499964780840,en,,2023-08-18,False,False
2023-08-18 18:15:36+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,"@yk_riyaa Hi there. Please send us a DM with your order #, so we can look into this for you.",0,0,0,0,https://twitter.com/SHEIN_Official/status/1692601151064027619,en,,2023-08-18,False,False
2023-08-18 18:12:58+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@TrueKofi Woo! We can't wait for you to receive it! 🤩,0,0,0,0,https://twitter.com/SHEIN_Official/status/1692600488934400428,en,,2023-08-18,False,False
2023-08-18 18:10:15+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@maizonosfan 🥰🫶,0,0,0,0,https://twitter.com/SHEIN_Official/status/1692599806248534380,qme,,2023-08-18,False,False
2023-08-18 18:09:02+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,"@_z33z33 Our apologies. Please DM us with your order #, so we can look into this for you.",0,0,1,0,https://twitter.com/SHEIN_Official/status/1692599501767266660,en,,2023-08-18,False,False
2023-08-18 18:02:22+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@Berenic44358701 🫶✨,0,0,0,0,https://twitter.com/SHEIN_Official/status/1692597823856939088,qme,,2023-08-18,False,False
2023-08-18 18:01:30+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@mahmoodiie Apologies for this inconvenience. We appreciate your message and will be in touch very soon.,0,0,0,0,https://twitter.com/SHEIN_Official/status/1692597603957932337,en,,2023-08-18,False,False
2023-08-18 03:09:25+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,retweet,Get inspired by creative mission of SHEIN X! We've invited three members of our SHEIN X team to share insights from their work on the program. Join our conversation with them and discover the empowering stories behind these designers and artists. #BehindtheSHEIN https://t.co/K2o2jCGAOu,2,26,11,0,https://twitter.com/SHEIN_Official/status/1692373105568842002,en,,2023-08-18,False,False
2023-08-17 22:13:16+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,"@noblape Apologies for the frustration. Please DM us with your order #, so we can look into this for you.",0,0,1,0,https://twitter.com/SHEIN_Official/status/1692298576133570564,en,,2023-08-17,False,False
2023-08-17 20:02:53+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,"@TrishAnd316 Our apologies. Please DM us with your order #, so we can look into this for you.",0,1,0,0,https://twitter.com/SHEIN_Official/status/1692265764659589449,en,,2023-08-17,False,False
2023-08-17 20:01:36+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@MrsDeVonnaPayne We sure do! 🫡,0,0,0,0,https://twitter.com/SHEIN_Official/status/1692265442574836136,en,,2023-08-17,False,False
2023-08-17 20:00:07+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@jayclipz17 👋,0,0,0,0,https://twitter.com/SHEIN_Official/status/1692265067339759726,qme,,2023-08-17,False,False
2023-08-17 19:57:50+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,"@Khalid_AhmadSDN Apologies for the delay. Please DM us with your order #, so we can look into this for you.",0,0,0,0,https://twitter.com/SHEIN_Official/status/1692264493584171084,en,,2023-08-17,False,False
2023-08-17 18:43:55+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@Cassiecass182 What's a few more? 🤭,0,1,1,0,https://twitter.com/SHEIN_Official/status/1692245890151444985,en,,2023-08-17,False,False
2023-08-17 18:41:49+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@Cassiecass182 Oh these are all going in the cart! 🫡,0,1,1,0,https://twitter.com/SHEIN_Official/status/1692245361706819679,en,,2023-08-17,False,False
2023-08-17 18:34:16+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@Cassiecass182 Right?! Which set are you eyeing? 👀,0,1,1,0,https://twitter.com/SHEIN_Official/status/1692243463130014160,en,,2023-08-17,False,False
2023-08-17 18:33:28+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@Charmedlola So many cute pieces! Which ones were your fav? 🥰,0,0,0,0,https://twitter.com/SHEIN_Official/status/1692243259878207505,en,,2023-08-17,False,False
2023-08-17 18:32:22+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,"@maciewxo Our apologies. Please DM us with your order #, so we can look into this for you.",0,0,0,0,https://twitter.com/SHEIN_Official/status/1692242986476662864,en,,2023-08-17,False,False
2023-08-17 18:31:37+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,"@S24coolbabyy Apologies for the frustration. Please DM us with your order #, so we can look into this for you.",0,0,0,0,https://twitter.com/SHEIN_Official/status/1692242793756852448,en,,2023-08-17,False,False
2023-08-17 18:30:00+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@ebexoticcc We love you too! Have the best time! 🤍,1,0,0,0,https://twitter.com/SHEIN_Official/status/1692242390013170046,en,,2023-08-17,False,False
2023-08-17 18:27:46+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@eyapadilla_ Yay! We can't wait to see it! 😍,0,1,0,0,https://twitter.com/SHEIN_Official/status/1692241827133288605,en,,2023-08-17,False,False
2023-08-17 18:25:57+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,"@brianna_wa Hi there! Please DM us with your order #, so we can better assist you.",0,0,0,0,https://twitter.com/SHEIN_Official/status/1692241369597669831,en,,2023-08-17,False,False
2023-08-17 18:18:39+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,"@elviaaa_r Our apologies. Please DM us with your order #, so we can look into this for you.",0,0,0,0,https://twitter.com/SHEIN_Official/status/1692239534388326820,en,,2023-08-17,False,False
2023-08-17 18:15:59+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,"@Nishika165 Apologies for the frustration! If you haven't already, please send us a DM to get in touch with our Customer Service team.",0,0,0,0,https://twitter.com/SHEIN_Official/status/1692238863127708105,en,,2023-08-17,False,False
2023-08-17 18:15:10+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,"@LucyVitti1 We deeply apologize for this inconvenience. Please DM us with your order #, so we can look into this for you.",0,0,0,0,https://twitter.com/SHEIN_Official/status/1692238655778079209,en,,2023-08-17,False,False
2023-08-17 18:11:57+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@crownbutterfly8 Love to hear it! What'd you pick up? 🤩,0,2,1,0,https://twitter.com/SHEIN_Official/status/1692237847674196083,en,,2023-08-17,False,False
2023-08-17 09:38:44+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@callmekai99 @SHEIN_News @queenofraw Hi! Please send us your order number via DM and we can figure something out!,0,0,1,0,https://twitter.com/SHEIN_Official/status/1692108692513255754,en,,2023-08-17,False,False
2023-08-16 22:24:25+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@mretfs She's going to love it! 😍,0,0,1,0,https://twitter.com/SHEIN_Official/status/1691938995641466932,en,,2023-08-16,False,False
2023-08-16 21:52:21+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@yooitzkrystal It looks insane! Such a great addition to the room! 💫,0,1,1,0,https://twitter.com/SHEIN_Official/status/1691930922487070917,en,,2023-08-16,False,False
2023-08-16 21:49:45+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@KellseyHuard Yes! Treat yourself! You deserve it 🥰,0,1,0,0,https://twitter.com/SHEIN_Official/status/1691930269891104811,en,,2023-08-16,False,False
2023-08-16 21:45:23+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,"@Felicia2Bye Our apologies! Please DM us with your order #, so we can look into this for you.",0,0,0,0,https://twitter.com/SHEIN_Official/status/1691929171650347172,en,,2023-08-16,False,False
2023-08-16 21:43:55+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@Pamelaamorr We appreciate your feedback and will take this back to our team.,0,0,0,0,https://twitter.com/SHEIN_Official/status/1691928801444241800,en,,2023-08-16,False,False
2023-08-16 21:36:42+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@NewNorthWill Beyond obsessed! 🖤,0,0,0,0,https://twitter.com/SHEIN_Official/status/1691926985335800131,en,,2023-08-16,False,False
2023-08-16 21:35:54+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@shp_adk We're so glad you got them! Which item was your fav? 😍,0,0,0,0,https://twitter.com/SHEIN_Official/status/1691926785171075535,en,,2023-08-16,False,False
2023-08-16 19:45:02+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@knixichix3 So happy to hear this! Which items were your fav? 😍,0,3,0,0,https://twitter.com/SHEIN_Official/status/1691898883285066157,en,,2023-08-16,False,False
2023-08-16 18:55:24+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@mariahbotdf17 Right back at ya! Thanks for being part of this community! 💕,0,1,0,0,https://twitter.com/SHEIN_Official/status/1691886393419772051,en,,2023-08-16,False,False
2023-08-16 18:19:54+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@Goddessbeyond Everything looks amazing on you! Which pieces are you most excited about? 😍,1,1,0,0,https://twitter.com/SHEIN_Official/status/1691877457559687426,en,,2023-08-16,False,False
2023-08-16 18:19:03+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@awwshucks_anna We appreciate your feedback and will relay this to our team.,0,1,0,0,https://twitter.com/SHEIN_Official/status/1691877246154260624,en,,2023-08-16,False,False
2023-08-16 18:17:50+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@Kimmy14_ Love to see it! Which pieces were your fav? 🤩,0,1,1,0,https://twitter.com/SHEIN_Official/status/1691876939395366981,en,,2023-08-16,False,False
2023-08-16 18:15:48+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,"@jennife75609458 Apologies for the frustration. If you haven't already, please DM us with your order #, so we can look into this for you.",0,0,1,0,https://twitter.com/SHEIN_Official/status/1691876429095424448,en,,2023-08-16,False,False
2023-08-16 18:14:42+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@V0id3d14 Speaking facts! 😌,0,1,1,0,https://twitter.com/SHEIN_Official/status/1691876149939331360,en,,2023-08-16,False,False
2023-08-16 18:12:37+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,"@kyliebrennan87 Our apologies! Please DM us with your order #, so we can look into this for you.",0,1,1,0,https://twitter.com/SHEIN_Official/status/1691875626926411887,en,,2023-08-16,False,False
2023-08-16 18:11:43+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@EVXXX117 🥰,0,1,0,0,https://twitter.com/SHEIN_Official/status/1691875399456768045,qme,,2023-08-16,False,False
2023-08-16 18:10:55+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@__kwaaa__ Beyond obsessed! We need one for ourselves! 😍,0,0,0,0,https://twitter.com/SHEIN_Official/status/1691875198515978287,en,,2023-08-16,False,False
2023-08-16 18:07:25+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@KellseyHuard We love you too! ❤️,0,1,1,0,https://twitter.com/SHEIN_Official/status/1691874317875740705,en,,2023-08-16,False,False
2023-08-16 10:51:28+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@Ymkinana @SHEIN_AR @iMile_KSA @imile_delivery مرحبًا بك،\nشكرًا للتواصل معنا. لضمان حفظ خصوصيتك وتوفير أفضل خدمة ممكنة، قمنا بالتواصل معك عبر الرسائل الخاصة.\nنشكرك على تفهمك وتعاونك 🌹,0,0,2,0,https://twitter.com/SHEIN_Official/status/1691764608217010394,ar,,2023-08-16,False,False
2023-08-16 07:34:55+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@Ymkinana @iMile_KSA @SHEIN_AR @imile_delivery مرحبًا بك،\nشكرًا للتواصل معنا. لضمان حفظ خصوصيتك وتوفير أفضل خدمة ممكنة، قمنا بالتواصل معك عبر الرسائل الخاصة.\nنشكرك على تفهمك وتعاونك 🌹,0,0,2,0,https://twitter.com/SHEIN_Official/status/1691715143183511695,ar,,2023-08-16,False,False
2023-08-16 07:34:54+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,@Ymkinana @SHEIN_News @iMile_KSA @SHEIN_AR @imile_delivery مرحبًا بك،\nشكرًا للتواصل معنا. لضمان حفظ خصوصيتك وتوفير أفضل خدمة ممكنة، قمنا بالتواصل معك عبر الرسائل الخاصة.\nنشكرك على تفهمك وتعاونك 🌹,0,0,2,0,https://twitter.com/SHEIN_Official/status/1691715140696355265,ar,,2023-08-16,False,False
2023-08-15 21:54:41+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,"@4hunniddrea Apologies for the frustration. Please DM us with your order #, so we can look into this for you.",0,0,0,0,https://twitter.com/SHEIN_Official/status/1691569122511839509,en,,2023-08-15,False,False
2023-08-15 21:51:20+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,"@6zuss Hi there! Please DM us with your order #, so we can look into this for you.",0,0,1,0,https://twitter.com/SHEIN_Official/status/1691568278722736392,en,,2023-08-15,False,False
2023-08-15 21:50:13+00:00,SHEIN_Official,SHEIN,"🌟Save money. Live in style!\n💕SHEIN offers endless finds at affordable prices, so you can get more of what you really love. #SHEIN #saveinstyle\n✨ https://t.co/r559yml4Sh",False,reply,"@thisisedel_xo Hi there! Please DM us with your order #, so we can better assist you.",0,0,1,0,https://twitter.com/SHEIN_Official/status/1691568000766263739,en,,2023-08-15,False,False
